time(sec), p_des[0], p_des[1], p_des[2], p_des[3], p_des[4], p_des[5], p_meas[0], p_meas[1], p_meas[2], p_meas[3], p_meas[4], p_meas[5]
3.461, 300, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0
3.471, 300, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0
3.481, 300, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0
3.491, 300, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0
3.501, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
3.511, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
3.521, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
3.531, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
3.541, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
3.551, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
3.561, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
3.571, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
3.581, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
3.591, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
3.601, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
3.611, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
3.621, 300, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0
3.631, 300, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0
3.641, 300, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0
3.651, 300, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0
3.661, 300, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0
3.671, 300, 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 0
3.681, 300, 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 0
3.691, 300, 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 0
3.701, 300, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0
3.711, 300, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0
3.721, 300, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0
3.731, 300, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0
3.741, 300, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0
3.751, 300, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0
3.761, 300, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0
3.771, 300, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0
3.781, 300, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0
3.791, 300, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0
3.801, 300, 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 0
3.811, 300, 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 0
3.821, 300, 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 0
3.831, 300, 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 0
3.841, 300, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0
3.852, 300, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0
3.861, 300, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0
3.872, 300, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0
3.881, 300, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0
3.891, 300, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0
3.901, 300, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0
3.911, 300, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0
3.921, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
3.931, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
3.941, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
3.951, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
3.961, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
3.971, 300, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0
3.981, 300, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0
3.991, 300, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0
4.001, 300, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0
4.011, 300, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0
4.021, 300, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0
4.031, 300, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0
4.041, 300, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0
4.051, 300, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0
4.061, 300, 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 0
4.071, 300, 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 0
4.081, 300, 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 0
4.091, 300, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0
4.101, 300, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0
4.111, 300, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0
4.122, 300, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0
4.132, 300, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0
4.141, 300, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0
4.151, 300, 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 0
4.161, 300, 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 0
4.171, 300, 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 0
4.181, 300, 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 0
4.191, 300, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0
4.201, 300, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0
4.211, 300, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0
4.221, 300, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0
4.231, 300, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0
4.241, 300, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0
4.251, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
4.262, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
4.272, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
4.281, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.291, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.301, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.311, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.321, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.331, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.341, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.351, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.361, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.372, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.381, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.391, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.401, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.411, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.421, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.431, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.441, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.451, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.461, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.471, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
4.481, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
4.491, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
4.501, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.511, 300, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0
4.522, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.532, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.541, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.551, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.561, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.571, 300, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0
4.581, 300, 0, 0, 0, 0, 0, 285, 0, 0, 0, 0, 0
4.591, 300, 0, 0, 0, 0, 0, 285, 0, 0, 0, 0, 0
4.601, 300, 0, 0, 0, 0, 0, 285, 0, 0, 0, 0, 0
4.611, 300, 0, 0, 0, 0, 0, 286, 0, 0, 0, 0, 0
4.622, 300, 0, 0, 0, 0, 0, 286, 0, 0, 0, 0, 0
4.631, 300, 0, 0, 0, 0, 0, 286, 0, 0, 0, 0, 0
4.641, 300, 0, 0, 0, 0, 0, 286, 0, 0, 0, 0, 0
4.651, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.661, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.672, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.681, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.691, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
4.701, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
4.711, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
4.721, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
4.731, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
4.741, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
4.751, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
4.761, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
4.771, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
4.781, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.791, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.802, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.811, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.821, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.831, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.841, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.851, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.861, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.871, 300, 0, 0, 0, 0, 0, 286, 0, 0, 0, 0, 0
4.881, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.891, 300, 0, 0, 0, 0, 0, 286, 0, 0, 0, 0, 0
4.901, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.911, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.921, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.931, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.942, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.951, 300, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0
4.961, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
4.971, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
4.981, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
4.991, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
5.001, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
5.011, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.021, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.031, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.041, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.051, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.061, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.071, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.082, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.091, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.101, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.111, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.121, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.131, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.141, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.151, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.161, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.171, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.181, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.191, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.201, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.211, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.222, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.231, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
5.241, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
5.251, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.261, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
5.271, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
5.281, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
5.292, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0
5.301, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.311, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.321, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.331, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.341, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.351, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.361, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.371, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.381, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.391, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.401, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.411, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.421, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.431, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.441, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.451, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.461, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.471, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.481, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.492, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.502, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.511, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.521, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.531, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.541, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.551, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.561, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.571, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.581, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.591, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.601, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.611, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.622, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.632, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.641, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.651, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.661, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0
5.671, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.681, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.691, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.701, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.711, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.721, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.731, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.741, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.752, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.761, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.772, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.781, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.791, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
5.801, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.811, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
5.821, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
5.831, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
5.841, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
5.851, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
5.861, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
5.871, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
5.881, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
5.892, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
5.902, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
5.911, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
5.921, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
5.931, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.941, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.951, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.961, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.971, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.981, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
5.991, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.001, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.011, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.021, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.031, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.041, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.051, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.061, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.071, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.081, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.091, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.101, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.111, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.121, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.131, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.141, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.151, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.161, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.171, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.181, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.191, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.201, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.211, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.221, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.231, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.241, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.251, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.261, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.271, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.281, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.291, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.302, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.311, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.321, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.331, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.341, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.351, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.361, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.371, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.381, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.391, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.401, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.411, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.421, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.432, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.441, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.451, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.461, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.471, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.481, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0
6.491, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.501, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.511, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.521, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.531, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.541, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.551, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.561, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.571, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.581, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.591, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.601, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.611, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.621, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.631, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.641, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.651, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.661, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.671, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.681, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.692, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.701, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.711, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.721, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.732, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.741, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.751, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.761, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.771, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.781, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.791, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.801, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.811, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.821, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.831, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.841, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.851, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.861, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.871, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.881, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.891, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.901, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.911, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
6.921, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0
